"Ann Answer","Correct Answer","Answered Correctly","Raw Sum","Ideal Sum",Variance,"Ideal Output","Raw Output"
3,3,1,-7.9998057484627,-8,-0.000194251537323,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -0.99983727931976 -0.99999994039536 0.99947625398636 -0.9999994635582 -0.99998795986176 -1 -1 -0.9994632601738 -0.99999409914017"
7,7,1,-7.9998388290405,-8,-0.00016117095947266,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-1 -0.99999952316284 -0.99999648332596 -0.9998631477356 -1 -1 -1 0.99999994039536 -0.99998062849045 -0.99999898672104"
0,0,1,-7.7661682367325,-8,-0.23383176326752,"1 -1 -1 -1 -1 -1 -1 -1 -1 -1","0.99977844953537 -1 -0.90642601251602 -0.99999433755875 -1 -0.85952997207642 -1 -0.99999821186066 -0.99999934434891 -0.9999988079071"
7,7,1,-7.9906415343285,-8,-0.0093584656715393,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-1 -1 -0.99999988079071 -0.99285161495209 -1 -0.99999195337296 -1 0.99937450885773 -0.99999839067459 -0.99717420339584"
7,7,1,-7.9993414878845,-8,-0.00065851211547852,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-1 -0.99999994039536 -0.99999970197678 -0.99963110685349 -0.99999862909317 -0.99999994039536 -1 0.99986135959625 -0.9995738863945 -0.99999964237213"
9,9,1,-8.1753785014153,-8,0.17537850141525,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999958276749 -1 -1 -0.99963110685349 -0.99999833106995 -0.99965566396713 -0.99999994039536 -0.98547405004501 -0.99999243021011 0.80937260389328"
6,6,1,-7.9934168457985,-8,-0.0065831542015076,"-1 -1 -1 -1 -1 -1 1 -1 -1 -1","-1 -0.9999868273735 -0.99920696020126 -1 -0.99976527690887 -0.99338001012802 0.99891984462738 -1 -0.99999779462814 -0.99999982118607"
4,4,1,-7.9928149580956,-8,-0.0071850419044495,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-0.99975776672363 -0.9993948340416 -0.99999898672104 -0.99999910593033 0.9999971985817 -0.99983775615692 -1 -0.99390417337418 -0.99999958276749 -0.99991995096207"
2,2,1,-7.9516308903694,-8,-0.048369109630585,"-1 -1 1 -1 -1 -1 -1 -1 -1 -1","-1 -0.99999839067459 0.99903696775436 -0.99949479103088 -1 -0.9995384812355 -0.99999994039536 -1 -0.95163625478745 -1"
8,8,1,-7.4659422039986,-8,-0.53405779600143,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-0.99999994039536 -1 -0.99996954202652 -0.99999892711639 -0.49467593431473 -0.96878325939178 -1 -0.99999779462814 0.99748313426971 -0.99999994039536"
5,5,1,-7.9839376807213,-8,-0.016062319278717,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-1 -0.99999672174454 -1 -0.98183709383011 -1 0.99789422750473 -1 -0.99999839067459 -1 -0.99999970197678"
9,7,-1,-8.8373730257154,-8,0.83737302571535,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-0.9999994635582 -1 -1 -0.99998700618744 -0.99987161159515 -0.99880981445312 -1 -0.73954266309738 -0.99999791383743 -0.099164552986622"
8,8,1,-7.5892128944397,-8,-0.4107871055603,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-1 -0.90153616666794 -0.79821443557739 -0.84358292818069 -0.99999994039536 -0.99991530179977 -1 -1 0.95403587818146 -1"
8,3,-1,-7.5066701620817,-8,-0.49332983791828,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-0.99765163660049 -0.99986016750336 -0.99999046325684 -0.19975434243679 -0.99999964237213 -0.99971926212311 -1 -0.99999839067459 0.66432678699493 -0.97402304410934"
9,9,1,-7.9851526021957,-8,-0.01484739780426,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-1 -1 -0.99999958276749 -0.99866437911987 -0.99429893493652 -0.9998899102211 -1 -0.99895119667053 -0.99263048171997 0.99928188323975"
5,5,1,-6.0803264379501,-8,-1.9196735620499,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-0.99997240304947 -0.99997651576996 -0.99996727705002 -0.99983191490173 -0.99999994039536 0.99880766868591 -0.99999994039536 -0.99987506866455 0.9204888343811 -0.99999988079071"
8,8,1,-7.918849170208,-8,-0.081150829792023,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-0.99999994039536 -0.99997240304947 -0.99996072053909 -0.78000098466873 -0.99990355968475 -0.9999960064888 -0.99999982118607 -0.99934333562851 0.85316777229309 -0.99284017086029"
9,9,1,-7.9947825074196,-8,-0.0052174925804138,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999970197678 -1 -1 -1 -0.99992841482162 -0.99999988079071 -0.99485808610916 -0.99993425607681 -0.99999809265137 0.99993592500687"
9,9,1,-7.8760371208191,-8,-0.12396287918091,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-1 -0.99973678588867 -1 -0.9021435379982 -0.97322642803192 -0.99999898672104 -1 -0.99999970197678 -0.99946177005768 0.99853008985519"
8,8,1,-8.11207062006,-8,0.11207062005997,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-0.99880129098892 -0.9952118396759 -0.99999004602432 -0.99923992156982 -0.9999994635582 -0.99999523162842 -0.99814385175705 -0.99999988079071 0.87931090593338 -1"
6,6,1,-7.8642227053642,-8,-0.13577729463577,"-1 -1 -1 -1 -1 -1 1 -1 -1 -1","-0.99999988079071 -1 -0.99999070167542 -1 -0.99998033046722 -0.879230260849 0.9996052980423 -1 -0.9846276640892 -0.99999916553497"
2,2,1,-7.9989722967148,-8,-0.0010277032852173,"-1 -1 1 -1 -1 -1 -1 -1 -1 -1","-1 -0.99999493360519 0.99999845027924 -0.99997597932816 -1 -0.99994671344757 -0.99999445676804 -0.99907219409943 -0.99998730421066 -0.99999916553497"
8,8,1,-7.8659419417381,-8,-0.13405805826187,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-0.99995625019073 -0.99979323148727 -0.99994403123856 -0.99994027614594 -0.99845403432846 -0.9914785027504 -1 -0.99787908792496 0.99376976490021 -0.87226629257202"
9,9,1,-6.9274973571301,-8,-1.0725026428699,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999994039536 -0.99781936407089 -0.99999994039536 -0.99348431825638 0.34060975909233 -0.99466270208359 -1 -0.99999421834946 -0.93932992219925 0.65718328952789"
2,2,1,-8.0074001550674,-8,0.0074001550674438,"-1 -1 1 -1 -1 -1 -1 -1 -1 -1","-0.99999898672104 -0.99999904632568 0.98092871904373 -0.99630928039551 -1 -1 -0.99999982118607 -0.99211663007736 -0.99990516901016 -0.99999994039536"
3,3,1,-8.0052411556244,-8,0.0052411556243896,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -0.99999988079071 -1 0.97835600376129 -1 -0.98368287086487 -1 -0.99999940395355 -0.99999940395355 -0.999915599823"
6,6,1,-8.0017452836037,-8,0.0017452836036682,"-1 -1 -1 -1 -1 -1 1 -1 -1 -1","-1 -1 -0.99998295307159 -0.99660658836365 -0.99042642116547 -0.99965906143188 0.98489773273468 -0.99999690055847 -0.99997133016586 -0.99999976158142"
1,1,1,-7.9999974966049,-8,-2.5033950805664E-6,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.99998742341995 -1 -1 -1 -0.9999897480011 -1 -0.99999517202377 -1 -1"
1,1,1,-7.9961304664612,-8,-0.0038695335388184,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.9999703168869 -0.99999791383743 -0.99635720252991 -1 -0.99992311000824 -0.99982786178589 -0.99999988079071 -0.99999833106995 -0.99999648332596"
8,8,1,-8.0015538334846,-8,0.0015538334846497,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-0.99888718128204 -0.99999994039536 -0.999995470047 -0.99994850158691 -1 -0.99976760149002 -1 -0.99999982118607 0.99704295396805 -0.9999982714653"
9,9,1,-8.0006502270699,-8,0.00065022706985474,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999964237213 -0.99999850988388 -0.99998414516449 -0.99998915195465 -0.99999582767487 -0.99970090389252 -0.99997127056122 -0.9999902844429 -0.98820519447327 0.98718470335007"
3,3,1,-8.4019640088081,-8,0.40196400880814,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-0.99994200468063 -0.99972802400589 -1 0.59685748815536 -0.99999994039536 -0.99930912256241 -1 -0.99999994039536 -0.99999415874481 -0.99984830617905"
4,4,1,-7.9549358487129,-8,-0.045064151287079,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-1 -1 -1 -0.99997991323471 0.99925774335861 -0.9999737739563 -0.99999463558197 -0.9999994635582 -0.99997580051422 -0.95427000522614"
0,0,1,-7.999831199646,-8,-0.00016880035400391,"1 -1 -1 -1 -1 -1 -1 -1 -1 -1","0.99999994039536 -1 -0.99999994039536 -1 -1 -0.99993002414703 -0.99992626905441 -1 -0.99997562170029 -0.99999928474426"
7,7,1,-7.9997653961182,-8,-0.00023460388183594,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-1 -1 -0.99999791383743 -0.99977070093155 -0.99999970197678 -0.99999976158142 -1 0.99999821186066 -0.99999606609344 -0.9999994635582"
9,9,1,-9.0292096138,-8,1.0292096138,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999743700027 -1 -0.99999988079071 -0.99991381168365 -0.85088682174683 -0.99995362758636 -1 -0.99863487482071 -0.99991029500961 -0.1799128651619"
6,6,1,-7.998215675354,-8,-0.0017843246459961,"-1 -1 -1 -1 -1 -1 1 -1 -1 -1","-1 -1 -1 -0.99999982118607 -0.99995070695877 -0.9999805688858 0.9999994635582 -1 -0.99828487634659 -0.99999916553497"
4,4,1,-8.0670930147171,-8,0.067093014717102,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-1 -1 -0.99999833106995 -0.99999916553497 0.92117077112198 -0.99992161989212 -0.99999850988388 -0.99531525373459 -0.99999451637268 -0.99303638935089"
1,1,1,-7.9566981196404,-8,-0.04330188035965,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.99774771928787 -0.99999964237213 -0.99230480194092 -0.99999058246613 -0.99999439716339 -0.99983030557632 -1 -0.9623384475708 -0.99998766183853"
4,4,1,-7.9550660848618,-8,-0.044933915138245,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-0.99994426965714 -0.99999994039536 -0.99999797344208 -0.99999922513962 0.9999668598175 -0.99999558925629 -0.99996781349182 -0.95816969871521 -1 -0.99695843458176"
1,1,1,-7.9983504414558,-8,-0.0016495585441589,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.99999767541885 -1 -0.99999135732651 -0.99999988079071 -0.99962598085403 -0.9999971985817 -0.99874800443649 -0.9999857544899 -0.99999994039536"
3,3,1,-9.3518562912941,-8,1.3518562912941,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -1 -1 -0.52703768014908 -1 -0.84317767620087 -1 -1 -0.98168057203293 -0.99996036291122"
4,4,1,-7.9899914860725,-8,-0.01000851392746,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-1 -0.99999934434891 -0.99998342990875 -0.98432087898254 0.98906373977661 -0.99999636411667 -0.99999791383743 -0.99786692857742 -0.99987083673477 -0.99701952934265"
9,9,1,-8.0023828148842,-8,0.0023828148841858,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-1 -1 -1 -0.99999904632568 -0.99923300743103 -0.99999743700027 -1 -0.99776804447174 -0.99988901615143 0.99450373649597"
3,3,1,-8.060843706131,-8,0.060843706130981,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -0.99943166971207 -1 0.93831956386566 -1 -0.99983084201813 -1 -1 -1 -0.99990075826645"
1,1,1,-7.9966325163841,-8,-0.0033674836158752,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.99989116191864 -0.99999707937241 -0.99999988079071 -1 -0.9999994635582 -1 -0.99652725458145 -1 -1"
4,4,1,-7.92927724123,-8,-0.070722758769989,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-1 -0.99999660253525 -1 -0.99975651502609 0.98666018247604 -0.99975550174713 -0.99999797344208 -0.99937427043915 -0.97565579414368 -0.94140076637268"
7,7,1,-7.9975752830505,-8,-0.0024247169494629,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-1 -0.99999511241913 -0.99996715784073 -0.99999064207077 -0.99999994039536 -0.99999862909317 -1 0.99996507167816 -0.99999994039536 -0.99758893251419"
7,7,1,-7.9958111047745,-8,-0.0041888952255249,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-1 -0.99999976158142 -0.9996532201767 -0.99974209070206 -0.99999934434891 -0.99999904632568 -1 0.99999564886093 -0.99987649917603 -0.99653679132462"
4,4,1,-8.0000066757202,-8,6.6757202148438E-6,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-0.99999970197678 -1 -1 -1 0.99996823072433 -0.99999982118607 -1 -1 -1 -0.99997538328171"
7,7,1,-7.9995744228363,-8,-0.00042557716369629,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-1 -0.99999994039536 -0.99971133470535 -0.99989777803421 -1 -0.99999988079071 -1 0.99999535083771 -0.999995470047 -0.99996536970139"
2,2,1,-7.8340321183205,-8,-0.16596788167953,"-1 -1 1 -1 -1 -1 -1 -1 -1 -1","-0.99996727705002 -0.99995899200439 0.97399091720581 -0.93344515562057 -0.99999976158142 -0.99999952316284 -1 -1 -0.87465232610703 -1"
9,9,1,-7.9042136073112,-8,-0.095786392688751,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99998933076859 -1 -0.99999958276749 -0.9945792555809 -0.99999552965164 -0.99998325109482 -0.90956479310989 -0.9999281167984 -0.99997329711914 0.99979954957962"
3,3,1,-7.9998864531517,-8,-0.00011354684829712,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -1 -1 0.99992734193802 -1 -0.99981653690338 -0.99999910593033 -1 -0.99999815225601 -1"
0,0,1,-9.9477878212929,-8,1.9477878212929,"1 -1 -1 -1 -1 -1 -1 -1 -1 -1","-0.95413625240326 -1 -0.99988651275635 -0.99999934434891 -0.99999988079071 -0.99869292974472 -0.99709278345108 -0.99999994039536 -0.99798113107681 -0.99999904632568"
8,8,1,-8.0481393933296,-8,0.04813939332962,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-0.99994248151779 -0.99999994039536 -0.99929249286652 -0.99982941150665 -1 -0.99985408782959 -0.99999916553497 -1 0.94978815317154 -0.99900996685028"
0,8,-1,-8.4534426629543,-8,0.45344266295433,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","0.25053438544273 -1 -0.99999499320984 -0.99999648332596 -0.99999982118607 -0.9824190735817 -0.99998772144318 -1 -0.72245013713837 -0.99912881851196"
8,8,1,-7.9634422063828,-8,-0.036557793617249,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-0.99995982646942 -0.99996674060822 -0.99991583824158 -0.99982452392578 -0.96373337507248 -0.9999788403511 -1 -0.99999505281448 0.9998871088028 -0.99995511770248"
4,4,1,-7.9987878799438,-8,-0.0012121200561523,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-1 -0.99999988079071 -1 -0.99970817565918 0.99999886751175 -0.99994111061096 -1 -0.99999243021011 -0.99998599290848 -0.99915915727615"
0,0,1,-7.9998747110367,-8,-0.00012528896331787,"1 -1 -1 -1 -1 -1 -1 -1 -1 -1","1 -1 -1 -0.99999994039536 -1 -0.99992078542709 -0.99999284744263 -1 -0.99996149539948 -0.99999964237213"
4,4,1,-7.9992282390594,-8,-0.00077176094055176,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-0.99999928474426 -0.9999994635582 -0.9999617934227 -0.9999486207962 0.99914968013763 -0.99960792064667 -0.99999970197678 -0.99999356269836 -0.99999970197678 -0.99886786937714"
4,4,1,-7.683763384819,-8,-0.31623661518097,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-0.99999982118607 -0.9998881816864 -0.99999910593033 -0.99954205751419 0.96204382181168 -0.99887126684189 -0.99999994039536 -0.83394801616669 -0.99369031190872 -0.81986850500107"
1,1,1,-7.972300350666,-8,-0.027699649333954,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.99994826316833 -0.99999922513962 -0.97283071279526 -0.99998092651367 -0.99996900558472 -0.99999976158142 -1 -0.99998366832733 -0.99948531389236"
5,5,1,-7.9999138116837,-8,-8.6188316345215E-5,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-1 -0.99999952316284 -1 -0.99991691112518 -0.99999994039536 0.99998927116394 -1 -1 -0.99998670816422 -1"
2,2,1,-7.9997072219849,-8,-0.00029277801513672,"-1 -1 1 -1 -1 -1 -1 -1 -1 -1","-1 -1 0.99999994039536 -0.99999988079071 -0.99999994039536 -0.99972409009933 -1 -1 -0.99998325109482 -1"
1,8,-1,-9.1356185972691,-8,1.1356185972691,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-1 -0.37623623013496 -0.99999743700027 -0.99785983562469 -0.99687892198563 -0.99939495325089 -1 -0.97438782453537 -0.79086971282959 -0.99999368190765"
5,3,-1,-7.4092056155205,-8,-0.59079438447952,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-0.99998790025711 -0.99999988079071 -1 -0.52478569746017 -1 0.99467742443085 -1 -0.99999958276749 -0.99999415874481 -0.87911581993103"
4,4,1,-7.9942504167557,-8,-0.0057495832443237,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-1 -1 -0.99993377923965 -0.99985402822495 0.98846572637558 -0.99908304214478 -0.99999940395355 -0.99999821186066 -0.99990844726562 -0.98393923044205"
9,9,1,-8.0913599133492,-8,0.091359913349152,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999994039536 -1 -0.99999111890793 -0.9999383687973 -0.99250823259354 -0.99999016523361 -0.9999988079071 -0.99999910593033 -0.99611610174179 0.89718192815781"
5,5,1,-7.9636308550835,-8,-0.036369144916534,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-1 -0.99999994039536 -0.99999642372131 -0.96361482143402 -1 0.99997276067734 -1 -0.99999332427979 -0.99999934434891 -0.99999976158142"
2,2,1,-8.1710090041161,-8,0.17100900411606,"-1 -1 1 -1 -1 -1 -1 -1 -1 -1","-1 -0.99999994039536 0.82842254638672 -0.99943286180496 -1 -0.99999910593033 -1 -0.99999964237213 -1 -1"
8,8,1,-7.965812265873,-8,-0.034187734127045,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-0.98082304000854 -0.97245877981186 -0.99407267570496 -0.97527670860291 -1 -0.99999994039536 -1 -0.99999755620956 0.95681482553482 -0.99999839067459"
1,1,1,-7.9999502301216,-8,-4.9769878387451E-5,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.99999845027924 -0.99999505281448 -0.99999982118607 -1 -0.99995511770248 -0.99999982118607 -0.99999886751175 -1 -1"
5,5,1,-7.9687614440918,-8,-0.031238555908203,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-0.99999976158142 -1 -1 -0.99756145477295 -0.99999958276749 0.99904173612595 -1 -0.9999868273735 -0.997219145298 -0.97303640842438"
3,3,1,-7.9784105420113,-8,-0.021589457988739,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -0.99989825487137 -0.99999994039536 0.85241550207138 -0.999984562397 -0.99977207183838 -1 -0.99004626274109 -0.87602257728577 -0.96510237455368"
7,7,1,-8.4558179974556,-8,0.4558179974556,"-1 -1 -1 -1 -1 -1 -1 1 -1 -1","-1 -0.99581307172775 -0.99990075826645 -0.99924403429031 -0.99999916553497 -0.99998873472214 -1 0.5069727897644 -0.97149085998535 -0.99635416269302"
9,9,1,-7.9943348765373,-8,-0.005665123462677,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-1 -0.99006527662277 -0.99999791383743 -0.99994146823883 -0.9993622303009 -0.9966567158699 -1 -0.99190425872803 -0.99989914894104 0.98349213600159"
4,4,1,-7.9909483790398,-8,-0.0090516209602356,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-1 -0.99988090991974 -0.99943006038666 -0.99999409914017 0.9814784526825 -0.99067759513855 -0.99999475479126 -0.99999994039536 -0.99998730421066 -0.98246216773987"
2,2,1,-7.99688154459,-8,-0.0031184554100037,"-1 -1 1 -1 -1 -1 -1 -1 -1 -1","-1 -1 0.99996703863144 -0.99899083375931 -0.99894297122955 -0.99999994039536 -0.99892687797546 -1 -0.99998795986176 -1"
4,5,-1,-8.7321532815695,-8,0.73215328156948,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-0.99999934434891 -1 -1 -1 0.18638367950916 -0.91860944032669 -1 -0.99999994039536 -1 -0.99992823600769"
6,6,1,-7.9990640878677,-8,-0.00093591213226318,"-1 -1 -1 -1 -1 -1 1 -1 -1 -1","-0.99985325336456 -1 -0.99987733364105 -0.99999994039536 -0.99989885091782 -0.99992728233337 0.99998939037323 -0.9999503493309 -0.99999552965164 -0.99955093860626"
2,3,-1,-7.6529650688171,-8,-0.34703493118286,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-0.99990749359131 -0.99999964237213 0.87181055545807 -0.52523255348206 -1 -1 -1 -1 -0.99963593482971 -1"
5,5,1,-7.9999284744263,-8,-7.1525573730469E-5,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-1 -1 -1 -0.99988502264023 -1 0.99994373321533 -1 -1 -1 -0.99998718500137"
9,9,1,-7.9967233538628,-8,-0.0032766461372375,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-1 -0.99963480234146 -0.99999994039536 -0.99671041965485 -0.99999415874481 -0.99970138072968 -1 -0.99955022335052 -0.99953901767731 0.99840658903122"
3,3,1,-7.9889497160912,-8,-0.011050283908844,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -0.99988377094269 -1 0.99997425079346 -1 -0.99010169506073 -1 -0.99893993139267 -0.99999856948853 -1"
5,5,1,-8.823065340519,-8,0.82306534051895,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-0.99091231822968 -0.99999421834946 -0.99999988079071 -0.92757326364517 -0.99999994039536 -0.41517323255539 -0.99994504451752 -0.92787957191467 -0.56165558099747 -0.99993228912354"
9,9,1,-7.9689937233925,-8,-0.031006276607513,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999523162842 -0.99999994039536 -0.99999785423279 -0.99998754262924 -0.9613950252533 -0.99995696544647 -1 -0.99994611740112 -0.99984347820282 0.99212843179703"
2,3,-1,-6.9600056707859,-8,-1.0399943292141,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -0.9999994635582 0.87554830312729 0.16352298855782 -0.99908459186554 -0.99999994039536 -1 -0.99999517202377 -0.99999779462814 -1"
1,1,1,-7.9994577765465,-8,-0.00054222345352173,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.99998277425766 -0.99999803304672 -0.99999797344208 -0.99999988079071 -0.99990355968475 -0.99999994039536 -0.99999934434891 -0.99954187870026 -0.99999994039536"
9,9,1,-7.993916451931,-8,-0.0060835480690002,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999994039536 -1 -0.99999982118607 -0.99980455636978 -0.99811458587646 -0.99999362230301 -0.9999948143959 -0.99656730890274 -0.99884879589081 0.99940699338913"
1,5,-1,-8.3898966312408,-8,0.38989663124084,"-1 -1 -1 -1 -1 1 -1 -1 -1 -1","-1 0.61008584499359 -1 -1 -1 -0.99998384714127 -1 -0.99999862909317 -1 -1"
3,3,1,-6.6403284668922,-8,-1.3596715331078,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -0.99050813913345 -0.99996852874756 0.70825153589249 -1 -0.99988836050034 -1 -0.99998605251312 -0.9946870803833 0.63645815849304"
0,0,1,-8.0108026266098,-8,0.010802626609802,"1 -1 -1 -1 -1 -1 -1 -1 -1 -1","0.98615485429764 -1 -0.99999958276749 -1 -1 -0.99695789813995 -1 -1 -1 -1"
6,6,1,-7.9859057068825,-8,-0.014094293117523,"-1 -1 -1 -1 -1 -1 1 -1 -1 -1","-1 -1 -0.98634272813797 -1 -0.99999982118607 -0.99957317113876 0.99999678134918 -1 -0.99998676776886 -1"
9,9,1,-7.9925912022591,-8,-0.0074087977409363,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.99999994039536 -1 -1 -0.99928832054138 -1 -0.99801081418991 -1 -0.98525130748749 -0.99997633695602 0.9899355173111"
8,8,1,-7.9969453811646,-8,-0.0030546188354492,"-1 -1 -1 -1 -1 -1 -1 -1 1 -1","-1 -1 -0.99915659427643 -0.99928468465805 -0.99999988079071 -0.9999897480011 -1 -0.99828857183456 0.99966704845428 -0.99989295005798"
4,4,1,-8.0016025304794,-8,0.0016025304794312,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-1 -1 -0.9999994635582 -0.99983513355255 0.99629044532776 -1 -0.9999852180481 -0.99999326467514 -0.99963486194611 -0.9984450340271"
0,0,1,-8.0057426095009,-8,0.005742609500885,"1 -1 -1 -1 -1 -1 -1 -1 -1 -1","0.98285919427872 -1 -0.99999982118607 -0.99311596155167 -0.9999942779541 -0.9999595284462 -0.99999952316284 -0.99999994039536 -0.99634611606598 -0.9991866350174"
6,4,-1,-7.918928809464,-8,-0.081071190536022,"-1 -1 -1 -1 1 -1 -1 -1 -1 -1","-0.9994900226593 -0.99999731779099 -0.99972742795944 -0.99999010562897 -0.15794779360294 -0.99990892410278 0.098104007542133 -1 -0.99996483325958 -0.86000639200211"
7,9,-1,-7.6069459915161,-8,-0.39305400848389,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-0.75313276052475 -1 -1 -0.9999960064888 -0.99996465444565 -0.84296721220016 -1 0.97217655181885 -1 -0.9830619096756"
2,2,1,-7.9453630447388,-8,-0.05463695526123,"-1 -1 1 -1 -1 -1 -1 -1 -1 -1","-1 -0.99997997283936 0.99987530708313 -0.95349627733231 -1 -0.99837350845337 -1 -1 -0.99338859319687 -1"
9,9,1,-7.7947456240654,-8,-0.2052543759346,"-1 -1 -1 -1 -1 -1 -1 -1 -1 1","-1 -1 -1 -0.99951899051666 -0.77106648683548 -0.99958211183548 -1 -0.99972546100616 -0.99999839067459 0.97514581680298"
0,0,1,-7.9992038011551,-8,-0.00079619884490967,"1 -1 -1 -1 -1 -1 -1 -1 -1 -1","0.99999982118607 -1 -0.99999636411667 -0.99999994039536 -1 -0.99953436851501 -0.99999916553497 -0.99999994039536 -0.99992352724075 -0.99975031614304"
1,1,1,-7.9763752222061,-8,-0.023624777793884,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.9993571639061 -1 -0.99266576766968 -1 -0.98361438512802 -0.99945282936096 -0.99999994039536 -0.99999976158142 -0.99999970197678"
0,0,1,-7.9737439751625,-8,-0.026256024837494,"1 -1 -1 -1 -1 -1 -1 -1 -1 -1","0.9999994635582 -1 -0.99999129772186 -0.99995744228363 -1 -0.99276632070541 -1 -0.99999994039536 -0.98109608888626 -0.99993234872818"
7,3,-1,-7.7390816807747,-8,-0.26091831922531,"-1 -1 -1 1 -1 -1 -1 -1 -1 -1","-1 -0.99974817037582 -1 -0.74346226453781 -0.99999988079071 -0.99999219179153 -1 0.92613697052002 -0.99999904632568 -0.92201709747314"
1,1,1,-7.9922761321068,-8,-0.007723867893219,"-1 1 -1 -1 -1 -1 -1 -1 -1 -1","-1 0.99961626529694 -0.99993574619293 -0.9938873052597 -1 -0.99996423721313 -0.99980264902115 -1 -0.9983024597168 -1"
